商家名称,商家地址,纬度,经度,营业时间,评价,评价数
光志面食府,天津市北辰区佳安里底商9-7-104-105,39.195565,117.124185,"['10:30/14:30', '16:30/21:00']",4.8,308
光荣小炒(白堤路店),天津市南开区风湖里18号楼104,39.1120468795581,117.156867203766,['10:00/22:00'],4.7,82
兜缘莱菜馆,天津市河东区琳科中路101、129号-216,39.12011,117.2554,['10:00/22:30'],4.6,254
全才面馆,天津市西青区张家窝镇玉台路25号底商,39.068353,117.036642,['09:00/23:00'],4.7,25
全时便利店(万新村店),天津市河东区万新村101区-A,39.130939,117.278924,['08:30/22:30'],4.9,1791
全时便利店（中山路店）,天津市河北区鸿顺里街中山路56号增9,39.16443635,117.20632195,['08:00/23:55'],4.9,547
全时便利店(华龙道店),天津市河东区华龙道33号-1,39.143439,117.211722,['08:00/22:00'],4.9,763
全时便利店(幸福城鹏业广场店),天津市西青区中北镇星光路1号幸福城鹏业广场101,39.118206,117.084291,['09:00/20:30'],4.9,2626
全时便利店（张家窝辛老路店）,天津市西青区张家窝镇辛老路以东知景道198号4栋1层126、127号,39.05203503,117.04946637,['09:00/22:00'],4.8,1559
全时便利店(曙光路店),天津市河北区铁东路街曙光路56号-A1,39.182827,117.214826,['08:00/22:00'],4.9,914
全时便利店（梅江喜年广场店）,天津市河西区解放南路与浯水道交口西南侧喜年广场1-103,39.04494853,117.2319907,['09:00/22:00'],4.9,252
全时便利店(水木天成阁林园店),天津市红桥区西沽街道水木天成阁林园底商1-103-1号,39.161612,117.137419,['08:30/23:55'],4.9,2304
全时便利店(玉泉路店),天津市南开区玉泉路协龙里1号楼底商（玉泉路81号）,39.115207,117.169023,['09:00/21:00'],4.9,1425
全时便利店(绍兴道久仰里店),天津市河西区久仰里8、9栋1门105,39.108466,117.221034,['08:30/22:30'],4.9,1439
全时便利店(青林大厦店),天津市河西区东江道南侧青林大厦1/2号楼-28,39.070755,117.247695,['09:00/21:30'],4.9,1400
全时便利店(风貌里店),天津市红桥区丁字沽街道风貌里26-28门底商101,39.17404,117.167346,['08:30/22:00'],4.9,1811
全村的希望精品水果,天津市津南区辛庄镇大三元院内主楼旁配套房（大发酒店一楼西侧）,39.02259,117.356628,['09:00/20:00'],4.5,49
全羊顺羊汤馆,天津市红桥区营浮路31号,39.159242,117.111927,['10:30/21:30'],4.3,12
全诚花递(漫生活鲜花店),"天津市和平区营口道197号现贵州路2号 （三层砖木）",39.1156334924944,117.193443563985,['00:00/23:55'],4.9,46
全诚花递(白鹿鲜花坊店）,天津市红桥区永丰楼,39.1876790870988,117.146437041641,['00:00/23:55'],5,13
八号线,天津市海河教育园天津大学北洋园校园留园,39.002474,117.315796,['10:00/21:00'],4.5,52
八喜冰淇淋蛋糕,天津市河北区鸿顺里街永年里2号楼4门-103,39.161355,117.197507,['07:00/22:30'],4.9,78
八喜冰激凌蛋糕(南开店),天津市南开区鞍山西道三潭东里7号楼6门首层,39.116778,117.153232,['00:00/24:00'],4.9,43
八喜鲜花,天津市河北区江都路街道真理道与泰兴路交口-1（时基泰兴路分市场A区13号）,39.156102,117.227194,['00:00/24:00'],0,0
八方云集锅贴水饺(双港店),天津市津南区双港镇北马集村东海天馨苑家福园22号楼一楼F1001号,39.052877,117.292716,['06:30/22:00'],4.9,204
八方云集锅贴水饺(真理道店),天津市河北区王串场街真理道30号,39.150273,117.234497,['07:00/20:50'],4.8,304
八方云集锅贴水饺(社会山店),天津市西青区张家窝镇社会山广场负一层A004S421F1001号,39.052442,117.050091,['09:10/21:00'],4.8,253
八方云集锅贴水饺(金街欧乐店),天津市和平区劝业场街滨江道300号欧乐时尚广场负一层B1-LK-55号,39.121086,117.195831,['10:00/20:50'],4.5,22
八方食客快餐店,天津市津南区咸水沽镇普明南里4-2-101,38.979612,117.378402,['10:00/22:00'],0,0
八桥饭庄,天津市河北区杜鹃道439号,39.173258,117.236761,"['10:10/14:30', '16:30/21:30']",4.8,142
八爷手擀炸酱面,天津市河西区紫金山路67号,39.079081,117.198504,"['10:55/14:30', '16:30/22:00']",4.7,142
八爷手擀炸酱面(华苑店),天津华苑产业区迎水道148-4-2,39.087001,117.129078,"['11:10/14:00', '17:15/20:00']",4.7,297
八爷手擀炸酱面(建昌道店),天津市河北区建昌道街建昌道39号,39.173292,117.223177,"['11:00/14:00', '17:00/21:00']",4.8,288
八爷手擀面,天津市西青区张家窝镇潮向城A1-03号底商,39.06458,117.042945,"['11:00/14:25', '17:00/20:50']",4.8,395
八爷手擀面（延安路店）,南开区延安路15号,39.134617,117.114979,"['10:40/15:00', '16:25/22:00']",4.7,103
八爷手擀面（盛世骊园店）,天津市武清区新城泉达路西侧振华西道北侧盛世骊园1-8,39.382373,117.031703,"['11:00/14:30', '17:00/21:00']",4.9,100
六宝鸭(育才里店),天津市津南区咸水沽镇荣吉楼一层底商5号,39.001843,117.378016,['10:00/23:00'],3.8,22
六点钟早点(瑞欣家园店),天津市西青区张家窝镇瑞欣家园26号楼底商2门102号,39.054379,117.047681,['07:00/14:00'],4.7,233
兰州传统牛肉面,天津海河教育园区同砚路38号南开大学商业街理1-201,38.986115,117.341607,"['09:40/14:00', '15:40/22:00']",4.7,44
兰州拉面,河西区宾水里商业网点103号,39.076961,117.18316,['09:00/22:30'],3.7,4
兰州拉面(华新大街店),天津市河北区宁园街道万柳村大街1号,39.164093,117.212763,['08:00/23:00'],5,0
兰州拉面（天房美域店）,天津市西青区李七庄街卫津南路与集美道交口西北侧美域兰庭12／13号楼201,39.0564406428444,117.189521843844,['09:00/22:00'],4.8,80
兰州拉面（新科路店）,天津市西青区中北大道溪华苑10门,39.105425,117.101012,['09:30/23:30'],4.5,106
兰州拉面（桃花园东里店）,天津市红桥区丁字沽街道桃花园东里1号楼底商4号,39.177504,117.169346,['10:00/22:30'],0,0
兰州拉面（社会山南苑店）,天津市西青区张家窝镇社会山南苑商业街配建二105号,39.047289,117.045607,['09:00/22:00'],4.8,10
兰州拉面(西湖道店),天津市南开区西湖道华章里4号楼1门101,39.119936,117.158517,['08:30/01:00'],4.8,372
兰州拉面刀削面,天津市西青区张家窝镇华庄村华兴里农贸市场厅屋1号,39.078227,117.089954,['10:00/21:20'],3.5,1
兰州欣鼎拉面,天津市红桥区咸阳北路街兴城里底商7-101,39.17965,117.146516,['07:30/23:05'],4.6,110
兰州正宗手工牛肉面,天津市河北区三马路11号,39.164727,117.20625,['10:00/21:05'],4.8,9
兰州正宗牛肉拉面,天津市河北区增产道123号,39.158336,117.230934,['09:00/00:40'],4.7,132
兰州正宗牛肉拉面(瑞欣家园店),**,39.0538110534224,117.049478446236,['10:00/21:00'],4.5,13
兰州牛肉拉面,天津市河北区辰纬路辰曲里15门102号,39.161825,117.201697,['09:00/23:00'],4.6,10
兰州牛肉拉面(中发里店),天津市西青区李七庄街中发里8-7-101底商,39.059793,117.178257,['00:00/24:00'],4.8,48
兰州牛肉拉面(冬云里店),天津市西青区西营门街西青道冬云里小区2号楼1门底商,39.152982,117.120784,['10:00/22:00'],4.6,35
兰州牛肉拉面(张兴庄店),天津市河北区铁东路街张兴庄大道75号,39.183585,117.20795,['09:00/23:00'],4.6,45
兰州牛肉拉面(杰盛里),天津市西青区张家窝镇杰盛里45-1-102底商,39.066655,117.033425,['09:00/22:00'],4.5,66
兰州牛肉拉面(泰兴南路店),天津市滨海新区油建路54号,39.137409,117.253067,['10:00/22:00'],4.7,47
兰州牛肉拉面(海泰店),天津市和平区兰州道隆昌里6号1门101,39.0806354420021,117.093531823454,['09:20/20:30'],4.7,58
兰州牛肉面,天津市河东区鲁山道街凤山商业广场B座102商铺,39.156268,117.277286,['10:00/22:00'],4.8,35
兰记烧麦,天津市和平区劝业场街四平东道60号平2、平3,39.128636,117.194881,['09:00/22:30'],4.8,892
关东范er锅包肉(黄河道店),天津市南开区黄河道虹畔大厦一层部分,39.137585,117.154673,['09:30/21:40'],4.8,348
关公羊肉,天津市武清区杨村镇泉州北路荔隆广场2楼九龙阁美食城,39.389525,117.062377,['08:00/21:10'],4.6,62
兴喜客饺子菜馆,天津市河东区中山门互助南里19号楼底商,39.105391,117.26044,['10:00/21:20'],4.9,102
兴隆饭店,天津市西青区张家窝镇瑞欣家园29号楼2门102号底商,39.052906,117.048942,['10:00/21:30'],4.5,46
内蒙特产(社会山店),天津市西青区张家窝镇社会山商业广场负一层136号,39.052794,117.052671,['10:00/21:20'],5,0
内蒙草原羊肉专卖,河西区福建路83号增3号裕丰富裕农贸市场12-13号店铺,39.082895,117.229219,['07:30/19:30'],4.9,121
再回首湘菜馆,天津市西青区大寺镇贾庄子村瑞晟花园7-1号底商,39.013106,117.25082,['10:00/23:00'],4.5,77
冒儿哥冒菜（中铁广场店）,天津市河北区建昌道街金钟河大街245号中国铁建国际城诗景广场3F-N319-1号,39.168751,117.233773,['10:00/21:30'],4.8,755
冒儿哥冒菜(印象城店),天津市西青经济开发区友谊南路111号天津印象城B1-04,39.027231,117.21884,['10:30/20:50'],4.8,2240
冒儿哥冒菜（泉汇广场店）,天津市河西区大沽南路1118号天津泉汇购物广场有限公司B区1064号,39.06906,117.282055,['10:30/21:00'],0,0
冒儿哥冒菜(熙悦汇店),天津市南开区黄河道与密云路交口熙悦汇购物中心第四层第19号商铺,39.137015,117.124488,['10:30/21:00'],4.8,610
冒儿哥冒菜(银河店),天津市河西区乐园道9号银河国际购物中心第L5层010-2、011号,39.09079,117.21342,['10:30/21:00'],4.9,2169
冒巴适冒菜,天津市西青区精武镇付村星期八商业街c区43-1号,39.053702,117.121709,['10:00/22:00'],4.5,72
冒点儿冒菜(劝业场店),天津市和平区劝业场街辽宁路庆欣里26号二楼,39.126444,117.199649,['10:30/20:30'],4.9,409
冒点儿冒菜（胜利路店）,天津市河北区光复道街胜利路197号,39.146458,117.206773,['10:00/21:00'],4.8,2699
冒菜时间(丁字沽路店),天津市红桥区咸阳北路街丁字沽新村四段12号,39.179502,117.161283,['10:00/19:30'],4.7,2408
冒菜时间(二纬路店),天津市南开区二纬路春晖里1-2-101-103,39.129831,117.179269,['10:00/19:30'],4.7,1532
冒菜时间(梅江店),天津市河西区珠江道以北西江道以南五号堤路18号增16号,39.065834,117.225191,['09:50/20:00'],4.8,1753
冒菜麻辣拌,天津市河西区解放南路475号珠江美食餐厅1号,39.066708,117.236028,['09:30/19:00'],5,3
冒蜀黍冒菜,天津市西青区中北镇星光路星光天地一层106,39.125144,117.075917,['11:00/22:00'],4.8,428
军之强百货店,天津市西青区精武镇姚村春风园5号楼2门101,39.057539,117.116959,['07:30/23:55'],4.6,543
农家菜馆(富民路店),天津市河东区富民路滨河新苑二层201,39.086838,117.257804,"['10:20/15:00', '16:30/22:30']",4.7,176
冠鸣清水小龙虾炒菜,天津市河西区大沽南路878号底商,39.086989,117.236577,['00:00/24:00'],4.3,1
冨久内拉面,天津市河西区苏州道106号,39.108524,117.213106,['10:30/20:30'],4.8,370
冬の恋手工烘焙坊,天津市和平区吴家窑二号路50号,39.102917,117.188722,['00:00/24:00'],4.9,3
冯强民山西刀削面馆（社会山南苑店）,天津市西青区张家窝镇社会山南苑配建二-110号,39.046881,117.045471,['10:30/21:00'],5,0
冰之优作雪域慕斯蛋糕(南开店),天津市南开区三马路东方商厦地下A11,39.135538,117.173027,['00:00/24:00'],5,0
冰之优作雪域慕斯蛋糕（武清店）,天津市武清区杨村街香江广场22号楼105,39.360192,117.070485,['08:00/18:00'],5,0
冰之优作雪域慕斯蛋糕(河西店),天津市河西区柳江路恒盛大厦2号楼435室,39.075943,117.211411,['00:00/24:00'],4.7,3
冰冰酱,天津市西青区张家窝镇人祥南里第三组5号,39.060855,117.038658,['09:00/23:55'],4.9,23
冰冰酱刨冰(中北镇店),天津市西青区中北镇东兴里商业街C区35号1楼,39.129739,117.088607,['10:50/23:30'],4.8,58
冰冰酱鲜奶吧,天津市东丽区利津路D区96号,39.08725,117.307814,['09:50/22:30'],4.9,132
冷锅串串巴盟酿皮(商贸城店),天津市西青区西营门街津静路6号王顶堤商贸城E区小吃街A座一层32号-1,39.094886,117.10067,['10:00/23:00'],5,33
凉皮先生@营养粥-汤(金奥店),天津市西青区李七庄街金奥广场5-305,39.066143,117.193054,['09:50/22:30'],4.8,225
凉皮凉拌菜,天津市东丽区新立街津塘公路五号桥北四合庄农贸市场C区2号,38.99598,117.31604,['10:00/20:00'],4.3,288
凉皮凉面,天津市红桥区大胡同农贸市场摊位59号,39.148986,117.187862,['10:00/19:00'],0,0
凡仔汉堡,天津市津南区咸水沽镇金旭里小区三号楼前的6号车库,39.015047,117.367478,['10:00/20:00'],0,0
"凡仔汉堡（利民道店） ",天津市河西区利民道越秀路23-25号,39.098435,117.211726,['10:00/20:55'],4.9,162
凡仔汉堡(科财店),天津市河西区小海地曲江路26号,39.067349,117.265864,['09:00/22:30'],4.8,782
凤仪快餐,天津市和平区劝业场街辽宁路120号,39.126809,117.198561,"['00:00/03:00', '09:20/23:55']",4.4,747
凤牌水饺,河西区文明里2-110-113,39.082147,117.216874,['10:30/21:30'],4.8,74
凯思贝恩,**,39.1482986386008,117.144648010449,['06:30/24:00'],0,0
凯熙迪餐吧(大学城店),天津市西青区姚村冬盛园,39.058571,117.116159,['09:00/03:00'],4.3,5
凯熙迪餐吧(姚村店),天津市南开区长江道23号内11号,39.058331,117.115629,['09:00/03:00'],0,0
凯顺餐厅,天津市北辰区天重道66号,39.211175,117.148452,"['10:35/14:55', '16:30/21:30']",4.8,237
刀削面饺子坊(杨伍庄店),天津市西青区张家窝镇杨伍庄盈水园小区底商8号,39.071855,117.06735,['10:00/22:00'],4.6,22
刀叉遇上筷子（河西店）,天津市河西区大沽南路与中环线交口南楼新里第一层桂发祥食品广场1F101号,39.093413,117.223316,['11:00/21:00'],4.9,164
刀小蛮半只鸡云南米线(天津大悦城店),天津市南开区南门外大街2号天津大悦城购物中心【北区4F-38a/5F-02a】号,39.13512,117.17989,['10:00/21:00'],4.7,106
刁家五香鸡,天津市北辰区青光镇瑞顺市场西侧1号,39.192943,117.114026,['09:00/21:35'],5,1
刁馋一锅鲜（刘园店）,天津市北辰区刘园新苑商业楼辰兴路6号,39.211757,117.121997,['10:30/21:00'],4.8,66
刁馋一锅鲜（北宁湾店）,天津市河北区铁东路街宁宇家园9号楼/配3-237,39.180136,117.209382,['10:40/20:50'],4.8,58
刁馋一锅鲜(张家窝店),天津市西青区张家窝镇家华里底商7号,39.069025,117.033171,['10:00/21:30'],4.7,33
刁馋一锅鲜(爱琴海店),天津市河东区琳科东路68号（爱琴海购物公园）6F613,39.121861,117.254541,['10:40/20:50'],4.8,22
分米鸡(友谊新天地店),天津市和平区滨江道208号友谊新天地广场B区负一层B0F-37,39.125052,117.197552,['10:15/20:30'],4.9,4
刘小厨芝士焗饭,天津市西青区精武镇景福花园商业3号楼14号-H区,39.058518,117.113627,"['09:00/13:55', '16:00/20:55']",4.8,847
刘胖子家常菜,天津市和平区劝业场街包头道43号105平7,39.123094,117.185889,"['08:30/15:00', '16:00/21:55']",4.5,2926
刘记刀削面(银泰公寓店),红桥区银泰公寓1-4门底商137-139,39.161548,117.152287,['10:20/22:00'],4.6,58
刘记家常菜,天津市和平区劝业场街山西路115号108、109、110,39.123127,117.194467,['08:30/01:00'],4.5,5378
刘记快餐,天津市北辰区天穆镇王庄市场四排七号,39.201729,117.12425,['10:50/18:30'],0,0
刘记拉面馆（新安店）,天津市南开区东马路新安花园1-5,39.139493,117.189226,['09:30/21:00'],4.4,20
刘记板面牛杂面,天津市南开区楚雄道89号增2号,39.1003942,117.1385922,['10:00/22:00'],5,4
刘记烧烤麻辣烫,天津市河东区太阳城鲁山道与贺兰路交口,39.158615,117.27399,"['10:30/14:30', '16:00/01:00']",4.8,804
刘记煎饼果子,天津市红桥区翠溪园6号楼1门101,39.180734,117.1325,['05:30/21:30'],4.7,98
刘记特色牛杂面（泰兴南路店）,天津市河东区泰兴南路79号,39.13486,117.253424,['10:00/20:45'],4.8,51
刘记私房麻辣香锅(长春道店),天津市和平区劝业场街长春道292-1号,39.120209,117.194114,['11:00/22:00'],4.4,41
刘记老北京脆皮烤鸭,天津市西青区中北镇东兴里菜市场一厅C区3排5-6号,39.127601,117.087928,['08:00/21:00'],4.8,56
刘记酱制(薛庄菜市场店),天津市西青区张家窝镇薛庄子菜市场内7号,39.068058,117.035688,['00:00/23:55'],0,0
刘记麻辣烫,天津市河北区铁东路街华宜里13号楼61号门,39.18972,117.205604,['10:30/22:20'],4.9,944
刘记麻辣烫（育红东里店）,天津市河北区育红东里5-105,39.16893,117.224107,['10:00/22:00'],4.8,491
刘记黄焖鸡米饭特色米线,天津市河北区曙光路41号,39.183887,117.213104,['09:00/23:00'],4.8,432
刚刚好快餐,天津市城泰消费品综合市场内A26号,39.100968,117.163376,['10:00/21:00'],4.6,1
刚好遇见你酸菜鱼,天津市南开区天津大学四季村3-1-101,39.110134,117.164181,['07:30/23:00'],4,11
初名饺子（三马路店）,天津市河北区鸿顺里街三马路9号,39.16509,117.205213,['09:00/21:00'],4.9,136
初名饺子(中北镇店),天津市西青区中北镇东兴里商业街D32-33,39.129444,117.088859,['09:00/21:30'],4.9,225
初名饺子（五金城店）,天津市南开区延安路27号增10号,39.13374,117.11614,['09:00/21:00'],5,26
初名饺子（刘园店）,天津市北辰区辰兴路刘园新苑小区幼儿园西侧商业楼8号,39.212,117.12196,['10:30/21:00'],4.8,27
初名饺子(北宁湾店),天津市河北区迎贤道155号,39.179675,117.209269,['09:00/21:00'],4.9,282
初心鲜花（天津店）,天津市和平区贵阳路文善楼7栋1-4号101,39.116016,117.191431,['06:00/20:00'],5,35
初恋麻辣香锅(香江广场店),天津市武清区杨村街香江广场24号楼104,39.359842,117.07051,['09:30/23:55'],4.6,1046
初识陈家店,天津市河西区枫林路6号,39.06,117.256019,['10:00/20:00'],4.8,96
刨大人冰品(津南店),天津市津南区辛庄镇新濠广场1，2号楼-2-底商8号,39.027842,117.344042,['12:00/24:00'],4.9,25
刨饮食代,天津市南开区天津大学四季村蔬菜市场内西5号房,39.108958,117.164669,['07:00/22:00'],4,0
利哥烤冷面章鱼烧,天津市西青区精武镇景福花园商业3号楼14号-H区,39.057232,117.114109,"['10:00/13:35', '15:30/21:45']",4.7,68
利哥烧烤(总店),天津市河北区铁东路街宁宇家园7号楼底商103,39.182024,117.209629,['16:00/04:00'],4.7,1181
利好超市,天津市西青区精武镇姚村公寓冬盛园8-5-东1-2,39.058475,117.115184,['07:00/22:00'],4.9,55
利客来超市,天津市西青区大寺镇大任庄村任宝里门脸房西2号,39.028318,117.240708,['07:30/23:00'],4.9,193
利敏达牛羊肉,天津市西青区张家窝镇薛庄子菜市场5号,39.06807,117.0356,['09:00/19:00'],0,0
利福驴肉火烧,天津市河东区润晖公寓1-10号,39.134787,117.232173,['06:30/21:30'],4.4,27
利达切面馒头,天津市体中蔬菜市场内东房4号,39.066525,117.180686,['06:20/19:30'],4.8,115
前女友饭店,津市河东区中山门景悦公寓底商-2-107-1C,39.108412,117.255131,['10:00/01:00'],4.7,392
功夫冒冒菜,河西区解放南路名都新园15号楼底商15-7,39.06249,117.234374,['11:00/20:30'],4.9,99
功夫卷饼,天津市西青区大寺镇张道口宇泰家园对面左起5号门脸,39.030477,117.214252,['07:30/21:00'],4.7,111
功夫麻辣烫,天津市西青区中北镇中北工业园（北园）曦霞路8号,39.149372,117.073624,['08:30/20:30'],4.9,307
功夫龙虾牛X鸽子,天津市武清区杨村街招商场商业楼丙区23号,39.386968,117.065323,['17:00/23:00'],5,1
加州牛肉面（曲江路店）,天津市河西区小海地曲江路30号,39.065097,117.265724,['08:30/21:30'],4.9,149
加梅便利店,天津市和平区河北路102号101,39.124422,117.197101,['00:00/24:00'],4.8,15
努娜韩国料理,东丽区新世嘉大厦6-1-6,39.08937,117.312465,['10:30/21:00'],4.9,75
勇强海鲜烧烤涮,天津市北辰区普东街都市桃源公寓增12号,39.202873,117.198341,['16:00/24:00'],4.8,387
勾馋麻辣烫专门店,天津市河北区增产道8号乐活坊3-4,39.159083,117.243461,['10:30/20:00'],4.8,529
勿忘初心麻辣香锅,天津市红桥区白酒厂大道41号106,39.179313,117.154426,['10:30/21:00'],4.8,992
勿忘我盖浇饭,天津市和平区劝业场街竹荫里5号101-102,39.122904,117.199325,['09:30/23:00'],4.6,418
包天下,河西区大沽南路1118号(天邦购物乐园4-8号),39.067466,117.281166,['09:45/20:50'],4.9,104
包笼兴老味包子铺(佳园里店),天津市北辰区瑞贤园左侧底商,39.19545992,117.1147699,['07:00/19:30'],4.8,485
包饭天国,和平区南京路181.183-负134,39.108516,117.165177,['07:30/01:00'],4.5,110
北京烤鸭,天津市红桥区丁字沽街道四新道38-12-1,39.182294,117.160063,['10:00/20:00'],4.9,35
北京片皮烤鸭,天津市西青区精武镇付村路星期八小镇闽市社B23,39.053826,117.122339,['09:00/21:00'],4.5,173
北区拉面,河西区珠江道69号,39.063819,117.233673,['09:00/21:00'],4.8,116
北区拉面(南开大学店),天津海河教育园区同砚路38号南开大学商业街文1-103,38.992435,117.34169,['10:00/21:00'],4.6,289
北李妈妈菜（国贸店),天津市河西区南京路39号天津国贸购物中心04层04/05号,39.114061,117.216132,['10:00/21:30'],4.8,452
北李妈妈菜（爱琴海店),天津市琳科东路68号（爱琴海购物公园4F408b）,39.121278,117.254979,['10:00/21:30'],4.9,217
北来顺烧麦小炒回头（江都路店）,天津市河东区江都路饭馆美味餐厅（江都路35号）,39.149233,117.240308,['11:00/21:30'],4.6,19
北来香餐馆,河西区黑牛城道大吉兴大厦A-1号车库,39.072355,117.195642,['10:00/21:00'],4.7,66
北欧时光西餐厅,天津市西青区张家窝镇知景道198号4栋一层158-159号,39.050426,117.050087,['11:00/21:00'],3.9,9
北纬30度,天津市西青区精武镇学畔馨园S1-107二楼-2,39.049941,117.120966,['10:00/21:00'],5,10
北路拉面(本溪路店),天津市红桥区咸阳北路街昌图楼3门101-105号,39.187312,117.144725,['07:00/21:00'],4.8,142
北路拉面馆（中嘉路店）,天津市红桥区光荣道宏泰公寓裙房-1,39.175677,117.150789,['07:00/21:30'],4.9,162
北路拉面馆(洪湖北路总店),天津市红桥区礼貌大街31号,39.169591,117.159289,['06:00/22:00'],4.8,615
匠滋炒饭(友谊新天地店),天津市和平区劝业场街河北路如意里8号105,39.124658,117.196531,['10:00/22:00'],4.8,244
匠码头徒手海鲜,天津市河东区中山门互助西里22-1-101号A区,39.105973,117.260813,['10:00/21:00'],0,0
匠骨头（宜白路店）,天津市河东区卓越大厦1号楼-3613,39.192769,117.208769,['10:00/23:00'],4,58
匠骨头（晨阳道店）,天津市河东区晨阳道帝旺温泉花园林语居9号楼3门102底商,39.13956,117.246856,['10:00/20:50'],4.7,53
匠骨头（果园北道店）,天津市北辰区果园新村街道霞光里底商2-33,39.219855,117.135989,['10:50/20:30'],4.6,42
匠骨头（珠江道店）,河西区解放南路名都新园15号底商,39.06273,117.23423,['10:30/21:00'],4.9,97
匠骨头(社会山店),天津市西青区张家窝镇知景道198号4栋一层104-105号,39.05014,117.049956,['11:00/20:00'],4.6,37
匠骨头匠心排骨饭(香江广场店),天津市武清区杨村街香江广场27号楼101,39.358379,117.070671,['10:00/22:00'],4.5,86
匹诺曹比萨(李七庄店),天津市西青区李七庄街中发里1-4-002,39.056528,117.179115,['10:00/22:00'],5,1
十七佳烤肉饭(麦购店),天津市和平区劝业场街哈尔滨道168号108,39.122481,117.199119,['10:30/20:00'],4.6,78
十之味酸辣粉,天津市西青区精武镇付村路星期八小镇商业街AB-48,39.05265,117.12441,['10:00/23:40'],4.7,22
十分粥道,天津市和平区劝业场街山西路光华巷13-108-111,39.121847,117.194823,['00:00/24:00'],4.8,1766
十秒到过桥米线(社会山店),天津市西青区张家窝镇知景道198号4栋一层102、103号商铺,39.052047,117.049686,['11:00/21:30'],4.6,25
千一百味,天津市红桥区小西关大街73号,39.145763,117.152348,"['10:00/14:15', '16:15/21:00']",4.7,500
千佳惠干锅煎肉饭,天津市河西区柳林街长湖路东侧雅致里北侧博疆菜市场美食节10号,39.067314,117.280416,['08:30/21:00'],4.7,308
千佳惠干锅煎肉饭(大学城店),天津市西青区精武镇付村商业街C区10号、12号、16号二楼,39.0536,117.122953,['09:00/24:00'],3.5,13
千佳惠干锅煎肉饭(玉锦路店),天津市西青区张家窝镇玉锦路10-204号,39.063029,117.04173,['10:00/23:55'],4.8,18
千佳惠干锅煎肉饭(美院店),天津市河北区铁东路街爱贤道283号,39.185452,117.216701,['10:00/20:30'],4.8,292
千佳惠干锅煎肉饭(香江广场店),天津市武清区杨村街道香江广场25号楼104,39.359066,117.070523,['09:00/21:00'],4.9,30
千椒百味麻辣香锅,天津市河北区王串场六号路71号,39.154344,117.232032,['10:00/21:30'],4.7,329
千百味重庆小面,天津市东丽区金华道6号一层,39.088328,117.30883,['11:30/21:40'],4.8,151
千谷寿司料理(华苑店),**,39.0715476799164,117.135147435024,['10:00/19:30'],4.8,23
千顺手擀面(张家窝店),天津市西青区张家窝镇瑞欣商业广场底商1-1号,39.053887,117.044498,['10:00/22:00'],4.7,8
千饺百味饺子馆,河西区小海地三水道20号,39.056993,117.256022,['10:35/21:05'],4.8,323
午后阳光水果捞(天娇里店),天津市武清区东蒲洼街天娇里商业街22-15门,39.367676,117.036072,['10:00/23:00'],4.6,18
午茶快餐店,天津市和平区五大道街南京路125号第五大道商业街1017,39.117273,117.202117,['10:05/22:00'],4,1
卉霸鲜花店,红桥区本溪路,39.1825144203719,117.140505356266,['00:00/24:00'],5,4
半份家常菜,天津市河东区二号桥詹庄子3号,39.092485,117.29964,['09:00/22:30'],4.7,1076
半糖bakery,天津市东丽区新立街道海莲道1-24号,39.112982,117.321031,['10:00/22:00'],0,0
华堡士汉堡,天津市河东区大直沽五号路14号,39.107967,117.234967,['10:40/04:20'],4.7,212
华姨家烤大面筋,天津市河西区解放南路与珠江道交口瑞江花园（菊苑）3号楼底商8,39.066232,117.226261,['12:00/23:00'],5,64
华桥披萨,天津市津南区北闸口镇育英里8号楼15号底商,38.95335,117.40068,['00:00/24:00'],4.8,55
华盛顿汉堡(海河教育园区店),天津市津南区咸水沽镇金芳园13号楼102,39.00257,117.315964,['09:50/22:00'],4.3,66
华粤酒家,天津市南开区鞍山西道学湖里4号一楼,39.113452,117.166124,"['10:30/14:00', '16:30/20:45']",4.9,3
华莱士（天山南路店）,天津市东丽区程林街南大桥魏康东里三条11号,39.123783,117.28035,['09:00/21:00'],4.7,1091
华莱士（曲江道店）,"天津市河西区小海地曲江路11（21,23）21门第四间",39.063036,117.266459,['08:00/21:30'],4.7,0
华莱士(财经学院炸鸡汉堡店),天津市河西区三水道玉峰花园底商21号,39.055745,117.269077,['07:30/21:30'],4.8,1674
华莱士(金海道炸鸡汉堡店),天津市河北区望海楼金海道108号底商,39.152974,117.201459,['08:00/21:00'],4.7,1183
华莱士（龙禧园店）,红桥区红旗北路龙禧园18号楼底商-103,39.161399,117.141753,['07:40/21:20'],4.8,1322
华莱士汉堡炸鸡(枫丹天城店),天津市武清区东蒲洼街雍阳西道530号枫丹天城底商,39.387361,117.022668,['08:00/22:20'],4.6,744
华莱士炸鸡汉堡(万峰路店),天津市南开区万峰路11号,39.120044,117.173569,['08:40/21:40'],4.7,677
华莱士炸鸡汉堡(五爱道店),红桥区丁字沽二段19号楼18-21轴底商,39.1763538,117.1675223,['07:00/22:00'],4.8,1791
华莱士炸鸡汉堡(复康里店),南开区复康里1号（4）,39.099048,117.176142,['08:00/21:30'],4.7,1010
华莱士炸鸡汉堡(天津工业大学店),天津市西青区精武镇景福花园商业街底商3号楼16-A号,39.058354,117.118457,['10:00/21:00'],4.4,278
